model,qa_id,task,status,category,historical_correct,reference_only_revision_rescored,differences,source,raw_sha256
MiniCPM-V 4.5,QA0445,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,1a0817ba960752ae9ca672b80dfe5f9188d077eeaf1dbfb67647b41b13b6df3c
MiniCPM-V 4.5,QA1065,Unanswerable,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,88adf893ccb340c4b79cfc3ce4d42bbd2e7e93db0183843512e39531cbc8be62
MiniCPM-V 4.5,QA0446,General,technical_failure,technical_failure,False,False,answer,MiniCPM-V-4.5/ordinary1190.json,3f47acc713897b677e558a0addadff1de9293728aa3a84740a81419b224ce21d
MiniCPM-V 4.5,QA0447,General,illegal,markdown_fence,False,False,,MiniCPM-V-4.5/ordinary1190.json,342a3107280b9405e20b967b61f31705b726256f65b14e27837501fe9fdcfb35
MiniCPM-V 4.5,QA0448,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,10f8da338e3812401c3e24b50067d89d5e505e2afa930c710a609228814fd9fa
MiniCPM-V 4.5,QA0449,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,ad6ab9074e272031d8088e16a4600041b27667f0039b2a7d0011576e871902c1
MiniCPM-V 4.5,QA0450,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,b999aa26bb23e4c6d03d272f5c03cf19d0c7a98baf31c71636da7f38328627d0
MiniCPM-V 4.5,QA0451,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,e1654b50a1f8f2e5aa9cf0754cfbf977748d328623c581911768b3df65558a4b
MiniCPM-V 4.5,QA0452,General,illegal,invalid_json_or_extra_text,False,False,,MiniCPM-V-4.5/ordinary1190.json,a131c9c81acb31a1ce0e6bffd152272aeb025b1cdc674075270f18f80f2c7d8b
MiniCPM-V 4.5,QA0453,General,illegal,invalid_json_or_extra_text,False,False,,MiniCPM-V-4.5/ordinary1190.json,9bb8dadf15639881f55e60cd6f165a1f55ac6b022ef130828430975e8c3584c1
MiniCPM-V 4.5,QA0454,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,b28782107b3b8a9b37d625138f99feff38e8b5127e33ebef45676fb0abbe70cf
MiniCPM-V 4.5,QA0455,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,d36ca616a31d69f6a720ebf0833fa1f37403127598d8804ab15cda89f6225589
MiniCPM-V 4.5,QA0456,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,e644ca32382daae33f5a159215c1c7894de3abb8b66e3b8f25b89f9c4248dcb9
MiniCPM-V 4.5,QA0457,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,81d78787bb3b4143df885677e47f28c3d5f9c95b6dca88cc1c8415d98681a63c
MiniCPM-V 4.5,QA1069,Unanswerable,illegal,markdown_fence,False,False,,MiniCPM-V-4.5/ordinary1190.json,a0c0b559f2c3daa5da86723931714d510b33bfe6f67b1cd0341ff04f8a331bf7
MiniCPM-V 4.5,QA0458,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,a211e6edc45d439d6c6f067e41eec8fd79fdf171da780dc70fb18f6cdb4d4a65
MiniCPM-V 4.5,QA0459,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,b4aa0edf60006752f291940e189dd831a0ab3df5179d4bd2c6a859aeda594648
MiniCPM-V 4.5,QA0460,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,bca338add250358f5ddd0b79a7e05f451ee4ebd5aa8636a051ee4429292087b1
MiniCPM-V 4.5,QA0461,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,7c3aba05c991fdc2a68f96de6bc93a080f947f791f7f02ee888b6bd99ec5a4d5
MiniCPM-V 4.5,QA0462,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,2b0ebc5a2a829ee72a97897848ede61bb7435d35a4822abce863f577736c8b12
MiniCPM-V 4.5,QA0463,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,a9e90763e4d76c454e8694ddf7ec0b1ea2f1f171aa01819f05f82d55de8ed055
MiniCPM-V 4.5,QA0464,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,69e242f54335385deb9715a23c6f657161f024adf97e0fda6a22c0d0a694fc35
MiniCPM-V 4.5,QA0465,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,62a85dcad6697a6dfb4be21c92d1c9d5274c994cb6ed1837a140e0c85af8ef7a
MiniCPM-V 4.5,QA1070,Unanswerable,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,c57f8186d23847953febd3302b90dea6f341823722593bf6e5071962bb0ee072
MiniCPM-V 4.5,QA1071,Unanswerable,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,e7be4cb38db1e1c9373efc61c2254fd7a616a0da6a3bf0c6afc27d0d7a2bc448
MiniCPM-V 4.5,QA1072,Unanswerable,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,bd2222fc92ccbabfddbbaf2895649ae9855b0b1ed47a5c78cf127541d6b6e75c
MiniCPM-V 4.5,QA0466,General,illegal,wrong_fields,False,False,,MiniCPM-V-4.5/ordinary1190.json,21c6abf443ead34564fe4de62e530bc3eb453b932619082c890f1ff89205f6e6
MiniCPM-V 4.5,QA0467,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,278dea5140537ff654ae279be309ddde234408e8114ffd31d54f8bbf738d4618
MiniCPM-V 4.5,QA0468,General,illegal,wrong_fields,False,False,,MiniCPM-V-4.5/ordinary1190.json,d27aa435837e80bb8095c79ef27c634697799ad8edc7822273f308dfa67c683d
MiniCPM-V 4.5,QA0469,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,2f3987329ea0bbcead01ae043c82bd2b5ec9eb1c3a0a3e4882bae6978941198d
MiniCPM-V 4.5,QA0470,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,3c2c44d4b1ad5e71fabc11ac2da94dcaa8dd29ced756bd06bd5e0a5080542a32
MiniCPM-V 4.5,QA0471,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,18ff06f77900e076aa0d91e321613d60e23740325e2d56a4fe0df2158c2a7e67
MiniCPM-V 4.5,QA0472,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,42b67363a46bf95359fa7245d73e76568eba437cb1ffedab795270696449ef1d
MiniCPM-V 4.5,QA0473,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,eff05d795dcf9d958f32697f2e9ff379438702b09c094b8dd576e5fdb8309448
MiniCPM-V 4.5,QA0474,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,c3ca3318c5ca33fb8ee382b41c0d0b9463dff8e1c6719b5937b34b204bc7e9f6
MiniCPM-V 4.5,QA0475,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,d06565c61343ce6c1fde7bd21d7c189992995449a3d93fe02ff36eebc0416820
MiniCPM-V 4.5,QA0476,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,80c286ad583a0a991daa397b679bbf2f8f22609c110da8a68f4e03e2bb07f379
MiniCPM-V 4.5,QA0477,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,80ccf7d4fb4691dbe9f98058eeb8676a6f91f20321f1ca46e18562685ae9ff0d
MiniCPM-V 4.5,QA0478,General,illegal,invalid_json_or_extra_text,False,False,,MiniCPM-V-4.5/ordinary1190.json,7321437ea18ae22ffbeefba3e0850c4054e3b5d4ac1690907b93278e35d57d05
MiniCPM-V 4.5,QA0479,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,5d8087471c3b560dbc8b4be34056c6b13ad8419975ad9a97236537c5baa8b14a
MiniCPM-V 4.5,QA0480,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,44f057b24fb5e5f6c3ecc7e0b0748df5c7fb43f3edf76c2320afae874f660ffe
MiniCPM-V 4.5,QA0481,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,5d3698498c0e4562b32b52b6cf2267ccb30d1e7a402d005943d7959038f7544c
MiniCPM-V 4.5,QA0482,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,ea3fa087c4d7d9ef9bd4b4e932b6d48665f89515fec83109dc6afaf5ceb798d1
MiniCPM-V 4.5,QA0483,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,0230d068891985fb94b2c1da044211e1afb2fca81d379c5f1b79849ae8c03b26
MiniCPM-V 4.5,QA0484,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,b75e4b5e360756c435b90d768884e06e71935021b88ab47c161832840aa2ff11
MiniCPM-V 4.5,QA0485,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,88adf893ccb340c4b79cfc3ce4d42bbd2e7e93db0183843512e39531cbc8be62
MiniCPM-V 4.5,QA0486,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,88adf893ccb340c4b79cfc3ce4d42bbd2e7e93db0183843512e39531cbc8be62
MiniCPM-V 4.5,QA0487,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,6754d8b77b41e7fb5da55b063514be7ebb69aee03294ab38036c907611cff8e1
MiniCPM-V 4.5,QA0488,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,2811bbbdae882111d2aa9941438621cd4b0a8859f59b016ee0578141c97d9652
MiniCPM-V 4.5,QA0489,General,technical_failure,technical_failure,False,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,1a7dfb91f6c3912b972d12c71e16b85f04ae7510eb499f70b4001da79448e40c
MiniCPM-V 4.5,QA0490,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,1e3116fd9f9ab82f7eb824ae3e65121558a3b4eb4c1ea997d1c41e58b117f893
MiniCPM-V 4.5,QA0491,General,illegal,wrong_fields,False,False,,MiniCPM-V-4.5/ordinary1190.json,4b5539498f0bce371e2fbe8f762f6c7efd282f1d20dba8cf4fcb247f1fcfac09
MiniCPM-V 4.5,QA0492,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,8c421f0db4e8a517a58c956982f65fdb203c65b7c5dd766acb75b217ea0d427d
MiniCPM-V 4.5,QA0493,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,78011cacc23c93e5b22bfa8b592575850b523fe07e4689acfcda4a6bee26ca08
MiniCPM-V 4.5,QA0494,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,5670411ccf3cae1a767723a779308e1e450f7a4f1a7c9ad7600ecbc7457cafc9
MiniCPM-V 4.5,QA0495,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,5e95a36442428cd6e3f533d240c1db35bb997efb9158d3c1c1e049d720eb3037
MiniCPM-V 4.5,QA0496,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,9269fe210d7a49d0247cac0aa8f2ccf774ad8742acc57a9433c2181a0ac2808a
MiniCPM-V 4.5,QA0497,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,2e84780f9b0929747f16d2139d9c88c08701282343481fc76bf730d676f19c6e
MiniCPM-V 4.5,QA0498,General,technical_failure,technical_failure,False,False,answer,MiniCPM-V-4.5/ordinary1190.json,3bad7180704a88202cf85f166f253ec925c1aeb2e5873b21ee9ba074eb807c41
MiniCPM-V 4.5,QA0499,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,6f62b0df82d8a0f9426f7d1a1d153a188024a8c623ef517369e4c3894bc9fdc0
MiniCPM-V 4.5,QA0500,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,5d8087471c3b560dbc8b4be34056c6b13ad8419975ad9a97236537c5baa8b14a
MiniCPM-V 4.5,QA0501,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,f0dcae21c133c5a6b61ebc2020bf6acd53e9aad91fded57b66c55343eb4beb2f
MiniCPM-V 4.5,QA0502,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,43bc92fd27ab28254dd2ad0bfbd99ddf5540ef401d6e0ffbcf6f56582caba19b
MiniCPM-V 4.5,QA0503,General,illegal,wrong_fields,True,False,,MiniCPM-V-4.5/ordinary1190.json,6dc066c4f804bf21401ba38c2b5bff5e951adb987ea3425257565738581ed9e1
MiniCPM-V 4.5,QA0504,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,6baba61887b63f2feeecc94318165e25812017b273fa8e17c98acaac591ad6ee
MiniCPM-V 4.5,QA0505,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,2344155e7d00b3399d8bb5da3738b53ff78a411f167ba98426e71d80303c2b32
MiniCPM-V 4.5,QA0506,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,ac962aefe07d1f534cfc769753559288705de48f5540f87353cf51686919c513
MiniCPM-V 4.5,QA0507,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,0a2950f76da83dd6e41bdcef4376fc0c1dbfb8f82f17855aec1db29a66ad34ef
MiniCPM-V 4.5,QA1078,Unanswerable,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,6d0a2ed6417713a31bfc61753ccc4242b8cf40064a0b14fadb5a0e04dadcfc1c
MiniCPM-V 4.5,QA0508,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,88749b3d96b9344651b13c8aeee3392821fda945cdb720b99f3969450c9031a1
MiniCPM-V 4.5,QA0509,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,c86e8e3a3300ab16263d0ca7e51800fee5c41e43cb9764f3febd412f8586e20b
MiniCPM-V 4.5,QA0510,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,e903909449a5ca2ed77cb68085baecf06f1091a8355b8ab7d84bf4e14afaaa00
MiniCPM-V 4.5,QA0511,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,6377e14ce88e04226eaec8945dadabd83e0706b21f611936577e5e8e0ad77b76
MiniCPM-V 4.5,QA0512,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,d20e5a300d6ede368c1a69d2cb0c96a9413ea6d824b7d039cc7f943d9d7238d6
MiniCPM-V 4.5,QA0513,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,eeb590f3df34dabe02219b43add13090d0613bebe20e358d0961c935c9468a2e
MiniCPM-V 4.5,QA0514,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,11127bde9cf8260dcf104798467355022fe5eb8b3b51efaa07f960ed8175e247
MiniCPM-V 4.5,QA0515,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,bf3b96fbdf317423c6507498fc32fea6f0377e90c2e56d47289eb137483fff9e
MiniCPM-V 4.5,QA0516,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,712702acc71fd6f1b85f0983481bf763d85adb58ecf9adba0a63a6bcdd4b5e8d
MiniCPM-V 4.5,QA0517,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,93f77e565e1a980c8763196659afb4c63ef3f7fbbef167937e7c95d046b09ba6
MiniCPM-V 4.5,QA0518,General,illegal,markdown_fence,False,False,,MiniCPM-V-4.5/ordinary1190.json,f1cdea582be16e2ca2370168a4b5acbb5292a82581518215da9998ca6ccd560f
MiniCPM-V 4.5,QA0519,General,illegal,markdown_fence,False,False,,MiniCPM-V-4.5/ordinary1190.json,dda5e0d153d6d8f414811a11eafb10f5304abdd6c14f49d5afffd7a5563c890c
MiniCPM-V 4.5,QA0520,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,3d390197e82212fdfb93e409c1baf9cc7c4a00c7ef4eef365823964b21fcc149
MiniCPM-V 4.5,QA0521,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,f909fd40dfd8194978d91431197f5a09d18402ef203d44ec2dfa911684e4dd05
MiniCPM-V 4.5,QA0522,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,9820c9056fc793c424b7129ed8474b81325d0e4dea2747e3dedf4e9afb689512
MiniCPM-V 4.5,QA0523,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,e4a95ffc53d111ff67a1c9f708671da4d10bc6610e26f6d48c055c375e903378
MiniCPM-V 4.5,QA0524,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,b6ac02de296e3524575490b77969ab73416dbb5dd119ef914584082e2573fb18
MiniCPM-V 4.5,QA0525,General,illegal,invalid_json_or_extra_text,True,False,,MiniCPM-V-4.5/ordinary1190.json,06c0959bae61be17e1df5d042a994e34a17f4dade89c706a3376b41ad17fa98a
MiniCPM-V 4.5,QA0526,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,bf547997a58b25e5950d68f5103e25ecced8b2f64f9b5062b8a287bd240af070
MiniCPM-V 4.5,QA0527,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,b8c53ad9bdbd188819bee3ae0ae18c86729adf2e33b1e6462f61269d22800def
MiniCPM-V 4.5,QA1080,Unanswerable,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,601df784ae03129d69080e23e5e4ece7a3414816acdc41032287831b6054a6aa
MiniCPM-V 4.5,QA0528,General,technical_failure,technical_failure,False,False,question;answer,MiniCPM-V-4.5/ordinary1190.json,97f05068092a7d20a26585179ab97f3d4020f008952278970987ecf3d052da3e
MiniCPM-V 4.5,QA0529,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,5f82979212436d66c4e5939aa0bb20ee245c1a82865b5f762857974a693d4599
MiniCPM-V 4.5,QA0530,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,f8639e0fbab27f1932d3336b5008368351bea90776facf316bb9303331dc0bad
MiniCPM-V 4.5,QA0531,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,1278f26bba34638e8c2b15bde1c9b65258fec1f5cf093f68c2df3c87817bddfe
MiniCPM-V 4.5,QA0532,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,c4f23faee041bd3468a467cf254b89b706676ff057c6f5cbbf090970b8340d0b
MiniCPM-V 4.5,QA0533,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,f28bf03b6ae3600b9b63b9c515387b747ac9638b5cace5014cafbda42a652781
MiniCPM-V 4.5,QA0534,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,afa19dcf5246620a5febec204f766719ca25ad30d395674060d36e7aee83c266
MiniCPM-V 4.5,QA0535,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,6fae764544bd2f6f08478b98ba182ce76dd79248f91b642dde169e2bfbdc7a72
MiniCPM-V 4.5,QA0536,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,f636ecc715df8616eb8b10305e95938a1ee03fe06ebda3e15853b34b2a066467
MiniCPM-V 4.5,QA0537,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,e944914c88e18ee1ee8526e4732acece954562a4c19b4603d834cb293a15718b
MiniCPM-V 4.5,QA0538,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,6db785e56728770a398370ca8f492ef385f8f30e5ff6ab1f09efa5a434afe3b7
MiniCPM-V 4.5,QA0539,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,7e0c5fa7e86f479ed8b407ba92499750b78a5a6c96643e49fb428a903c2848e6
MiniCPM-V 4.5,QA0540,General,technical_failure,technical_failure,False,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,11ee5bd066073167091caab55d11528949f9d7c1457e5718fe2ccaa9745f7635
MiniCPM-V 4.5,QA0541,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,6b3c8cf14cc3c2ccf20482285511882b4898b342f26d51b5cbfd2c9951ab6ee2
MiniCPM-V 4.5,QA1082,Unanswerable,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,88adf893ccb340c4b79cfc3ce4d42bbd2e7e93db0183843512e39531cbc8be62
MiniCPM-V 4.5,QA0542,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,99822e37f2c109d771bda0b57f9b01c37956630e6400c50f595d923c9eeb7cbf
MiniCPM-V 4.5,QA0543,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,634eb35b894083aedc3f67eb7e5778fbdc9a059d138ac518f084a899e9c378a1
MiniCPM-V 4.5,QA0544,General,technical_failure,technical_failure,False,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,16dd6131bf161efe6031747e8e33921445a06d884c15256586ea607b6b249af2
MiniCPM-V 4.5,QA0545,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,d7e75101b2fee90326c25977b5aa7dce8a11b215a3b1017b1fd9f279c6fe1695
MiniCPM-V 4.5,QA0546,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,cf852a4ac150d3f316f7fb1f47aac48935c8ad598a9c98168c23b90e3bea652c
MiniCPM-V 4.5,QA0547,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,f3b9aeabf1c5e6013f808fc7c0f9df40afa03962d2eeaf076bbf1d10fa368609
MiniCPM-V 4.5,QA0548,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,4e240304c67c74532e90742ee535f255dd139677beb3875ea785cf9f1a65624f
MiniCPM-V 4.5,QA0549,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,a3fe0b907dfc294e3493d0aa5c2a9c4ff639822879c2cd010821597be0503e14
MiniCPM-V 4.5,QA0550,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,c90151d6c40dccd540fd14bd31418c1a0e1f88f89e17e6035fd38028b643cef7
MiniCPM-V 4.5,QA0551,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,d67983f98361f3e9384e621ec5ce3c4515ae8ffa02a305ba76b064611976f97a
MiniCPM-V 4.5,QA0552,General,illegal,page_type,True,False,,MiniCPM-V-4.5/ordinary1190.json,0bbd4db1b4a4fbb6bfaa1f861bf1680198370efcf82f19fe6be1e530857e7f7e
MiniCPM-V 4.5,QA0553,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,02c917444fbcbae9826bb2ad5cdc0c21f50d6d6b9f2b5ce5601482bce4075900
MiniCPM-V 4.5,QA0554,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,a62c0414b7f1c5478e6b70f6db237314f64973c7193018472b7c7cd811ed011f
MiniCPM-V 4.5,QA0555,General,technical_failure,technical_failure,True,False,question;answer;evidence_pages,MiniCPM-V-4.5/ordinary1190.json,b6e840ebc61c2abc58afbb7de6d5b4150b352232156946d7b05c431c5c701abf
MiniCPM-V 4.5,QA0556,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,080d8878326002768beaba79d37b10dbfadccaa74f5c2d66bf675c470f8e37a4
MiniCPM-V 4.5,QA0557,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,89807839e66bbe9de93a0d07bfb95dd4357acab7be49ac8a676b7cbfc7af2c4b
MiniCPM-V 4.5,QA0558,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,09aff1d0bbaeb02e6b5e0038263af631a22f651077e548ef5276bc074e9f36ab
MiniCPM-V 4.5,QA0559,General,technical_failure,technical_failure,True,False,evidence_pages,MiniCPM-V-4.5/ordinary1190.json,1cc903a501c7d979f458b5f1dd644caa9375dbd456d4d37b26caa5a304b1a1d1
MiniCPM-V 4.5,QA0560,General,illegal,page_type,True,False,,MiniCPM-V-4.5/ordinary1190.json,c8b1ec369281f52ed2bbdab44a26942293877fbcd094ba1208431070c0e91366
MiniCPM-V 4.5,QA1085,Unanswerable,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,357efa990de28efe11ffc39f2792930056ec5238dcf81d6c8bc99438cd05c40b
MiniCPM-V 4.5,QA0561,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,631ef57ca7d50e25b2cf72b6892a81bbe258a6958eb7228649861eeea32d6ce3
MiniCPM-V 4.5,QA0562,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,b6c49e65faa94bac4f7babf5e4916bc75b6688f2761e8df3b18b609b28f334bd
MiniCPM-V 4.5,QA0563,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,c866af4e4bed2e1bad4821962bec4996fabff5ad0127b2632b33988ac5884b1b
MiniCPM-V 4.5,QA0564,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,81b502a5ed519361e2bf89c25e02799683987fdaf0621e6669b024a19361d825
MiniCPM-V 4.5,QA0565,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,0d83579fe3586f2ad1ecc1e533fca1dd8e8226bfaa921ea4daf6f9e59f03243c
MiniCPM-V 4.5,QA0566,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,ba43ac7dfcbab82db962d9fd7c6f55f1590f78739c3edea528034e6b867d93ea
MiniCPM-V 4.5,QA0567,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,08ce0a3dffccd81e1442e3efbd3ffaa4dd5386afcc32bd570c5b8ed8230b4aba
MiniCPM-V 4.5,QA0568,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,b57d084c63b433cd25f226d9a595bb60cc27773bdaea2496028904f4e2fba55c
MiniCPM-V 4.5,QA0569,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,dd32e2c6a891d8fa653d31c4bbf36df6e0222d46c32915e35dcaa1b3697487e2
MiniCPM-V 4.5,QA0570,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,341f8a9a058baa6345f41bf64c023298b2f609af71a035682ceba25a62c30a39
MiniCPM-V 4.5,QA0571,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,d717d7a86cf6a6b86fb96aa28f10587f0698e66ea0383e79f91fd2b8fe4fbe1d
MiniCPM-V 4.5,QA0572,General,legal,legal,True,False,,MiniCPM-V-4.5/ordinary1190.json,a30ba968c344e7740bf5a30d66a8abbfebd580a948c4e3586049b648073ded6a
MiniCPM-V 4.5,QA0573,General,legal,legal,False,False,,MiniCPM-V-4.5/ordinary1190.json,20a753500bd86b911cfcb50969350453092489c9442e39c7974a1916bfbcfd3d
