qa_id,task,group,old_correct,new_correct,historical_cache_key,historical_input_differences
QA0477,General,identical_judge_inputs,True,True,2194f73d1318fa5e1df2f2f7b9d9325d50dd524452b3be25e7187e5230497dcc,
QA0478,General,illegal,True,False,92a5a01e0af631710bcbf7d361a8daa5f27038f8c6192fa6072d083857ec4923,
QA0479,General,identical_judge_inputs,True,True,795040bbcb96fd5bb956701947536f12e39d32a97b63475ec3466bc3cedd83b7,
QA0480,General,identical_judge_inputs,False,False,dbaf60d0dcc8d04abaaacd610868c8cee30cf2ebf14229d6e4e12a94b58d182a,
QA0481,General,identical_judge_inputs,True,True,2ecb166a1209b72e0c56b940e0ad045d40d8dd842ab68cbc27df22ab68f33683,
QA0482,General,identical_judge_inputs,True,True,e90d350fe46e23f35d6b32fac2f2e12c45a250dfb4fd5ae127cc83347e5a4a88,
QA0483,General,identical_judge_inputs,True,False,6c92c1aeb70a48824ba7727119f992ca8a46cfe4bf74c1bccf110676a1955198,
QA0484,General,identical_judge_inputs,True,True,62fe0d04964f281d51dd045c4771e544881011d1e21bda58f401c49df4cdbaae,
QA0485,General,identical_judge_inputs,True,True,eebe6e1e9ee16228d1850dc9d78ffc721a3b7b1e2a9c22dccc31aed4c9ae8ba9,
QA0486,General,identical_judge_inputs,False,False,133bba507ec4197ebfe44606dd80fb41b7206cac04d7b22f47de4a125fee080f,
QA0487,General,identical_judge_inputs,True,True,78492876e530c8d02f977573ab03ccb6f51ca562a3d1726bd3d6a6f0b956c335,
QA0488,General,technical_failure,True,False,fba06ca16532c06647473d7e605a51a116e57edb2aa6bc5d65401d7238a9e163,
QA0489,General,technical_failure,False,False,bc4709970c29dd5eb2103c45258622e847a99f06d01e8676fe9c05810bceeaa0,
QA0490,General,identical_judge_inputs,True,True,bf731843d59f3515182aa8c8e0398eb6e8b3ab20a044fdcc9ff369836efe223f,
QA0491,General,identical_judge_inputs,False,False,c556cd9165503f0c6100a04b05c8f6c147f527c965c1020e897b30ba5c4554af,
QA0492,General,identical_judge_inputs,True,True,c4e77750962737dda21cd3f99536ee02dd8cb3daad15aca558dd70a6c113946d,
QA0493,General,identical_judge_inputs,True,True,92d001b55c6da8c23620053a3fc59d3dbd10d86bf236559228ef7c26f361027d,
QA0494,General,identical_judge_inputs,True,True,764f10534b85448e8dc68c1d272e45c42498695eaec104eb66131ec7a3fd2964,
QA0495,General,changed_judge_inputs,False,False,5e4d337aa114a6a2d3bfbceea5abb2954d58d02cbb26537cc9598e58a6af22f9,prediction
QA0496,General,identical_judge_inputs,True,True,02f6dbaa2de0289610875acc63ae33e3ad5ce090588354e96db5be8eeb52ba99,
QA0497,General,identical_judge_inputs,True,False,3ea87749ced8ce041180bc9bde10364d5a0f3fd67fc94ff1579f03b26a4b2aac,
QA0498,General,changed_judge_inputs,True,True,bbfe3bc1a164309846e430332242dcb859c6846bf781497a0da9f9432851c2fb,reference
QA0499,General,identical_judge_inputs,True,True,432819659936b2cb7311a8dc81014ab48c3eaa5f82b59111d6a279b4a390366e,
QA0500,General,identical_judge_inputs,True,True,175ca8f7e02c17c538b3e7c7eed731d7974e1234ad3ca63dbf9a332ceb045b3a,
QA0501,General,identical_judge_inputs,True,True,91e3c841f6a3b506b443e287574b76cc720a42a1988d6caf3be0375047482850,
QA0502,General,identical_judge_inputs,True,True,9efae3db1061579a67cb9b06edf854f59b3eab9259a5a7a102757d3a30da9c05,
QA0503,General,identical_judge_inputs,True,True,7aa32722cf6dea0996eeb56efd10b8b2cf94dee922194c14df8dd6900f0f1981,
QA0504,General,identical_judge_inputs,True,True,fac1e2e51b258e8d83d5e0217fdb931f42626f5bf0868e71e5f2f5d659d5cec9,
QA0505,General,identical_judge_inputs,True,True,1554c734bd59a44a95f1fe088df9681dc0670257198bbb6313a4d6b875c0c425,
QA0506,General,identical_judge_inputs,True,True,bb485c537a0ce9df7c162aa13e2924cd350b5a71a0d9f0ebbe8abb674f31e4e4,
QA0507,General,identical_judge_inputs,True,False,e5c2c1e40c07d843f9a9c3149d682fa08d8814330ac58901eb651d6645a6691e,
QA0508,General,identical_judge_inputs,True,True,070dd99310198e860d5e2ee188b77abf3d8ad36c987198b175b426a515c24294,
QA0509,General,identical_judge_inputs,True,True,d6752c12637cbc2a72f7d127fd51f7c45c79a393710ba8d40ad6757d635253f1,
QA0510,General,identical_judge_inputs,True,True,4a801120003b2fde4eea0658e361946bd19cd2f87e2337be96091d6d90981b01,
QA0511,General,identical_judge_inputs,True,True,17ebd596ed306c3c5b8a6101577ba9dcac01ee468742df7c7914e8a3c31030f2,
QA0512,General,identical_judge_inputs,False,False,fceb002f99ba5dff0412d2c1b08ad9ae859f29a99413430f2c64021cc62d50b6,
QA0513,General,identical_judge_inputs,False,False,d4222bb1d717c64f38dcb30212e22821ed4afa29e1d856b18e9d59e86b1ce01a,
QA0514,General,identical_judge_inputs,True,False,ab4a21dfe9db1ba34c29c67611f912684ab7303a5b755b093614ca0bc59fea72,
QA0515,General,identical_judge_inputs,True,True,9323cb06aee19cedc3a6027c4afe17e1d042860963abf9ec0c6b8b7a8fd3d4a5,
QA0516,General,identical_judge_inputs,True,False,0f545e14c5d9eacbdc12da3189592740d0fe7cf88620b2b1f56341836316b6c9,
QA0517,General,identical_judge_inputs,True,True,27d66586d3e3787f4e53266bccb21df9431f1d3e0db84b6238a334358cb41e78,
QA0518,General,identical_judge_inputs,False,False,77e244e08e9af5cdfe720343cb9f5a7af7ddeb4cef20a61c88c73186178cd0ec,
QA0519,General,identical_judge_inputs,True,True,80fb5dce97e698af4d75930ad1d945c52edf9da2d7e82437b8c92c619183f2ff,
QA0520,General,identical_judge_inputs,True,True,31c9e0c0a7816649f8e41df889a8aa45d9b101e86fcea5fe1c26ea324d630498,
QA0521,General,identical_judge_inputs,True,True,16b4ff59a6a31f8f94db456d95034eeb1f0f99cc3c2447f4452ddba8f46dffdb,
QA0522,General,identical_judge_inputs,False,False,c2be7f1d74bf8b86bb529c608ad6c467c52a235aa73b25637e0e30af9b3f2b2b,
QA0523,General,identical_judge_inputs,True,True,4ee1ad9568e38cec3838ecc05880bc30916379316948b15d01c8c3f6f0401c6d,
QA0524,General,identical_judge_inputs,True,True,85edcc13a79ffba6b9c09b94efefb83c927daea6d3783a0a108c503e8edf0a0a,
QA0525,General,identical_judge_inputs,True,True,60c114728849e482bca2beffaaf2e17bced10e46d3959a949c2d053fad3ac101,
QA0526,General,identical_judge_inputs,True,True,44cdbcfba1a2b3080056aec2fc38ad4ff135534d6debdc2f418e55a194af4437,
QA0527,General,identical_judge_inputs,True,True,d1109e195d9b64b2af96bc9953c33240ad84429f0f212b4c041b5fd5644cfeac,
QA0528,General,technical_failure,False,False,99c41c97af6c516ba68e8ab7379256c118ddb6dbafc45e31794ed209df7739d2,
QA0529,General,identical_judge_inputs,False,False,fedcddc6a9fa8aa4de9d3ba61b1f45f5bba944b3b39b3d34d5def29ea4b6940a,
QA0530,General,identical_judge_inputs,True,True,8260a5b7495b6f4232c80999445b8c3ed63c2493f24a9e8ce9470a9b84a37ed5,
QA0531,General,identical_judge_inputs,False,False,d1cb83cce335f2a65a62fb056e457173333414da00a092169bad5696ff6e6265,
QA0532,General,identical_judge_inputs,True,True,450dea229c07036a492c99e74d7861b124173341ca33e0c7b76a1a6a8bec1e18,
QA0533,General,identical_judge_inputs,True,True,83c5b1f75a0bdd294c8d3453d9a7f9a917f8723966f67ce93cbb0d0cfa7b4f7e,
QA0534,General,technical_failure,True,False,9316cffd706407ae481b7a98ea74561a3ba01cd879d432860795a38152ce880d,
QA0535,General,identical_judge_inputs,True,True,8ab73402297da3e6fa2e5f84d970cd7544a63111b4d7d88b69b01b202af038ff,
QA0536,General,technical_failure,True,False,3d13ab73cf254610c453c9ae653e62d2ec0181656cadfffdef52136e0a3de681,
QA0537,General,identical_judge_inputs,True,True,6c0cdb7cac4998a9e1cfb35c5691218b447d7bd4e739bdf6badc64f22f4b8ec1,
QA0538,General,identical_judge_inputs,False,False,5c6493df1c6bb654f967493154f5b27b00ef8ad46c2f08abc6248619a5618d23,
QA0539,General,identical_judge_inputs,True,True,2e25eaf79d2c8912cbc73b5b3cd14191415e31a49583dfba4c725ad23ac6efdc,
QA0540,General,technical_failure,False,False,dd7f0e3016a240fda80f7b760c8450ec29d19776779d8365659b3bfc4f840876,
QA0541,General,technical_failure,True,False,4de435fd88aeda2d72b11e6b7737b29e32c8e3f1cb01a8a54b9af53e22b11328,
QA0542,General,identical_judge_inputs,True,True,bd01cea277efc91225ba98043cd42c04d90f7c971184076024af9655e69dda4c,
QA0543,General,identical_judge_inputs,True,True,f391ce979fbfad3ba9ad45108eb61eb6efcbb74d97f1af16929dd2d664cf0138,
QA0544,General,identical_judge_inputs,True,True,894863bd51e5a5df5706ccfdd55cc0d0fbdf007de5ae9c4d43b0db433d55ca00,
QA0545,General,identical_judge_inputs,True,True,ae4f7a1e2c2fdd19646fc3b0c62124147e47ef63360339b8139a006fa506475c,
QA0546,General,identical_judge_inputs,True,True,40b4e1cd8d51400ed12a021a4769dab29d8a31a3a16c49811350e0fd1a10586e,
QA0547,General,identical_judge_inputs,True,True,0347d1acac2cb57a0d0e7d2c9a64941a468a1f9939ec143d6550df761bb25a23,
QA0548,General,identical_judge_inputs,True,True,a182bad9298307769eb1b8ea69aa4959f03bfc48b47a76648a862d1799865c0c,
QA0549,General,identical_judge_inputs,False,False,736632b07795d0b3d299dccd244e75d402431cee7b16977b942bc87fc2a29c84,
QA0550,General,identical_judge_inputs,True,False,0d4ad9dc4bfff225d7f393982e91952f32c73808fb7c4fb0cffa341ca6373fb2,
QA0551,General,identical_judge_inputs,True,True,660c405f185d2f3dc5e9a4cb7ef23979009efcc91ade87309a8c1ea115885e0b,
QA0552,General,identical_judge_inputs,True,True,211d1d982bb6b72cf4d9410218f01382e95b5560462824387e1f9e908d1dd677,
QA0553,General,identical_judge_inputs,True,True,dd6762c61d7d2084b65b55fcfc92826541b9f56a125cbaee0fad0c8a4b6d813b,
QA0554,General,identical_judge_inputs,True,True,edf26a9a3aa697a7b7349fcae9ea160cc5e4369532c27b7b6b6dfa82ebda09b7,
QA0555,General,technical_failure,True,False,274fe7df9a077f3dcfc4a04d04d967b107cdce08831f6675869ae80c772f792d,
QA0556,General,identical_judge_inputs,True,True,e20e0998c95114ad9dfc44461c6a7a8f64589f691657c4314c45b33bbbc9fe5a,
QA0557,General,identical_judge_inputs,True,True,e62f531907d5d958d18de80a0a62d80db7718dce3e42e5653674fcc191327394,
QA0558,General,identical_judge_inputs,True,True,57981230e217503e56c07b967b3259ce7f2d04049bb8d76e9fe94814429ebc1d,
QA0559,General,identical_judge_inputs,True,True,586d63da1d8ca2e7b9dfd14c6c29282c5448fd97b26b25d1252a81917411b29b,
QA0560,General,identical_judge_inputs,True,True,17bd6cb96c0a0b02809d98614ee5713e76ef413d83dea3beeb0430617dd86ccb,
QA0561,General,identical_judge_inputs,True,True,119c974a45f6afdd4fb65f29aa09293566c83712d6b963bec02f7019864888e8,
QA0562,General,identical_judge_inputs,True,True,f17a270bb64232ca1e526fd076c422694f63ea3a9883a35c6032958e70a0e7b0,
QA0563,General,identical_judge_inputs,True,True,1bda2b0fe8cc1223e640d3a85ca8f60fcb100c6c0aa1bef79d757ac112da1f8d,
QA0564,General,identical_judge_inputs,False,False,a76c397a0c09603909ad0597b69fea81d3f2853a614c316f2c9d48de93e36b5f,
QA0565,General,identical_judge_inputs,True,True,1fef4c6d80df6e50f48b22f76d44453f824674f69aae5a73755f4853b546405d,
QA0566,General,identical_judge_inputs,True,True,89aea4bf8e9f3ac7453dd28512fe108e086e41a815c634733c780fbdb4a357f1,
QA0567,General,identical_judge_inputs,True,True,cc584f82b4a5bbdc4e07ec3b8fc4bb78ec93ead68d311f0138dfab8baf36b822,
QA0568,General,identical_judge_inputs,False,False,4ef3d53cac196da2bb2ad9707ee0c1d11d8e60e0a93a78e2858a4bcc7c295a07,
QA0569,General,identical_judge_inputs,True,False,32bf66ab1374f9587557f3dc07d1f2dd70dbfad9358aaf2fb848b93f6168bac6,
QA0570,General,identical_judge_inputs,True,True,af096369d2e1deb0baa3a2106a379de06325da4d559b0942c5d3b61c7bd6645a,
QA0571,General,identical_judge_inputs,False,False,679f623beab8459f258c2e44079d0a8c6bc056f6775112756d752522c1a250ca,
QA0572,General,identical_judge_inputs,True,True,d4155c71652a1115d7c1294bb9a0560136abdeef5ba6c1285b46d58ab3c0bb87,
QA0573,General,identical_judge_inputs,True,True,73bde218edcec3a92f662d48428d68b4543c0a86acbf62352166a1471020c02f,
QA0574,General,identical_judge_inputs,True,True,9c65b2592f8bd0bb654910d9ea1e1d3a0ba1fcdc84f14ab5c77945be74bf5eda,
QA0575,General,identical_judge_inputs,False,False,fd6f0e7d47fb11100b48ecf03341c8c7c9a099e920856905154d9d5bb83573b5,
QA0576,General,identical_judge_inputs,False,False,b6ace7370009ccf9ee951bc682cd763e24e79b9b3118c8982877baa12f9ffb12,
QA0577,General,identical_judge_inputs,True,True,976eb25b07954cf9dbf844130683491df8e1db8bbb2fca4623c2acb39d2f5107,
QA0578,General,changed_judge_inputs,True,False,d47d75c56d481c6fc73ea90b76dfdbc46c0e2063114519e4f2a09bb40fd8c4cb,reference
QA0579,General,identical_judge_inputs,True,True,454d407242a6b46efc82ce18e7b6ae3283dccc3ecca81e9efd16bb39a0cb85a2,
QA0580,General,identical_judge_inputs,True,True,94641c493b00e56193c0b00ce0f1d60e39930234c69e6eeda8c02313c442513e,
QA0581,General,identical_judge_inputs,True,True,6e8082b28c6013da56fe887189f6b745a518442d9ffcc34b1a9399a9095859d5,
QA0582,General,identical_judge_inputs,True,True,d54937b8ab4b5528e9e7edd4e32a0c4aee7112ea731140fc1e79b795c22f3b73,
QA0583,General,identical_judge_inputs,True,True,e34a1d89caed8610cfab3cc57412f58bdea469572d1674c7df61fa9b1ef84554,
QA0584,General,identical_judge_inputs,True,True,ff5667226d5f7d35403fa344b63133f539124fe056439423c33f2ff45a2630b6,
QA0585,General,identical_judge_inputs,False,False,c6297431ed837ee06b11a092c7016bb86997d7fb9a1c847c5b2dd636b22d9034,
QA0586,General,identical_judge_inputs,True,True,37eb169c19e6ffb553d6f414886e75506682cbbd75b07501711695566ba52a77,
QA0587,General,identical_judge_inputs,False,False,4800d957c963950b4350557c0576cc6eaf08b38dbd3c108b830ff26ed9d045b7,
QA0588,General,identical_judge_inputs,True,True,017909b7a31528b4cb95fcbc9b6a08a2a13df4e0d8e845ae10cf54cb3f5a7737,
QA0589,General,identical_judge_inputs,True,True,40f8c2892ad0d5c2ade0a4ba8ee3945e0bb380be0e2cc1b1417d7ece4f87621e,
QA0590,General,identical_judge_inputs,True,True,9500afce200b7ac87549eee91ff1c8944a871dbb2052265dd2e24394653c8084,
QA0591,General,identical_judge_inputs,True,True,0b1214912c32de1a02f660bfa4966258325bff051383248b229d617a6346b95f,
QA0592,General,identical_judge_inputs,True,True,ccfea0772411a0488c6c6b2c0ab6f2eb6c4fa2cfdd162068b6a3d4c4676bb834,
QA0593,General,identical_judge_inputs,True,True,3fb312ce5364bc5425b8735a3f9a0f8ae33d335d90445e0eeeda3b8045b7debc,
QA0594,General,identical_judge_inputs,True,True,0e7d25ebd8017c9945c3b635ce9d7456c1ad7fab489e78730364b265572dcd43,
QA0595,General,identical_judge_inputs,False,False,5ee6797580fc75b02703327e3ebb154f76d349741fb5b431c172993f7fb12392,
QA0596,General,identical_judge_inputs,True,True,19cd0fbc3fb768767fca54268f4cb07e7ca23c19104363c568debd8d2fbbb05f,
QA0597,General,identical_judge_inputs,True,True,8bf9134bef5f35468a61b8448c216b94c0561bd1f558954f70f6d3fbe9c191db,
QA0598,General,identical_judge_inputs,True,True,fdd549c036fb605f58847f5a5c13bc22682b485834ffcfbab69b19280cf06d43,
QA0599,General,identical_judge_inputs,True,True,6a4ffd89de87c9eca5c9469c3983fff771c6a375cdccc805a69fff3c95d1b36a,
QA0600,General,identical_judge_inputs,False,False,671351e578ea2de218f47307c32c634094502a03cb9150fcc5ec93ddf372db43,
QA0601,General,identical_judge_inputs,True,True,5aecbd08394aad90b8214e3a2db1fe1fa572f252c31fae198ebba50877835e22,
QA0602,General,identical_judge_inputs,False,False,e3a09fded5a8727f7e0806c909873db5301cba203c172083919d6f003c65c0f7,
QA0603,General,identical_judge_inputs,True,True,89ff939f0dbed4333329809850ff99aae721fafaedb9893d1acad14680c37aeb,
QA0604,General,identical_judge_inputs,True,True,cac5572b2420f844d4ad9790ba51fe451d068b9304b02745a4bcc06362bc652c,
QA0605,General,identical_judge_inputs,True,True,b55bbcaa2a59d460b2d4dffa7fdc15267649706b83d55965e322810951eb5200,
QA0606,General,identical_judge_inputs,True,True,30d2ccf258115cd05b5063c22087ea6d337bd01972167115ee11cda32996df2c,
QA0607,General,identical_judge_inputs,True,False,4aa88e2e58a9b7a664e871f068ae38df59b378b18758cbbeb2b4623bb2c9a355,
QA0608,General,identical_judge_inputs,True,False,efebc9c7d5763c39dc09ad2ea0ade0f6a92874f35b412c02bf5e9c3095282321,
QA0609,General,identical_judge_inputs,False,False,47d250a65919a4d867a0c60d0208879d519f7243ebba47897614edd6535a0a98,
QA0610,General,identical_judge_inputs,True,True,d34c3ff963dcaab607049394d510a45ff9365fffbf0be2c3504a65d18f45326f,
QA0611,General,identical_judge_inputs,True,True,be873d038150d8b2047a0c6ea2f28f9bf8abab1fb39fdc7f06a3ca1aad457081,
QA0612,General,identical_judge_inputs,True,True,1fd5e4970020312e2201548c2af201c2922655702d75065347765f4c21d5136f,
QA0613,General,identical_judge_inputs,True,True,eb0d31cf442690147252876388960c2135c8d36d6e5c930b48d450e912d3e6ea,
QA0614,General,identical_judge_inputs,True,True,c8c73dbf6c0e56ba5298392ac6b91178e917865a233b9cf8a38341d672db2d6e,
QA0615,General,identical_judge_inputs,True,True,cf414be97bc5b46dd4cf32b02877471e615e8071d7bc01cb34e834d86cc81d88,
QA0616,General,identical_judge_inputs,True,True,6840651eaabaa1f7b1474c22f743bf58f5813cd5fbc9d198e4e65f2c1a22668c,
QA0617,General,identical_judge_inputs,True,True,42e9b8a393061464198d3880ea0be2b8fc2fa278fb8b2297a281f2a22de234e7,
QA0618,General,identical_judge_inputs,True,True,9ac14083bfbc10fc192c78a5886ff063b8269fb20c0e91053aeeafbcd5d3dec7,
QA0619,General,identical_judge_inputs,True,True,4cb79c8f1b6d18db88cf4b020453d8d10cd6a3b72974564632807ebcee8da3ba,
QA0620,General,identical_judge_inputs,True,True,7281f3102ea7bbeb1712b2bc088e2334748fbfad3d7199d6f098c07f7b33fb8f,
QA0621,General,identical_judge_inputs,True,True,42822c900762ed4f0f4bd87836278b310fad5c933969b488268a3861ab70ed0d,
QA0622,General,identical_judge_inputs,False,False,3cbb2f3163d437c992acc3d961d419e68277272d81001f3f2b7de37251aaee73,
QA0623,General,identical_judge_inputs,True,True,0ceb1abae538ffbfad6bdd7ac3a41d1af79ce100a948d962181699d608ddd421,
QA0624,General,identical_judge_inputs,False,False,2c2fbb71a959a24f35689bbde8add1539755bdf0e6db6cdf4bcb81195c8382f4,
QA0625,General,identical_judge_inputs,False,False,9b94b3390d5224e790a1eb7c5de846f4b4298e7bff815af2904e8b3bafaa81a2,
QA0626,General,illegal,False,False,51cdca3b7cd352d4f5ad3fc4abb96fb2d9831a1f1dd8fb24db8437233f6664a4,
QA0627,General,illegal,True,False,c3e535edb35ada647709d4701e176feb0c89e7fcc41a13a80a413b87c8d304b2,
QA0628,General,identical_judge_inputs,True,True,b8928cd64d11a27f75d5d82bfd2019edbb9de4200813316987289a5d4726d838,
QA0629,General,identical_judge_inputs,False,False,b147891479677ac10dab650d5fe8dd215ba5a30143e7df43b83983775567ead7,
QA0630,General,identical_judge_inputs,True,False,835ffc56f37f728e3994b94c055427a87d155992d3c892b2f1e6b9edb4557f43,
QA0631,General,identical_judge_inputs,True,True,ccea9376078cead5fd1bf5c3db5d7d6b0d61e31d0d40f4c2dc14be6fec160936,
QA0632,General,identical_judge_inputs,True,True,287d631e0431ec9fd6d97f629fd15a29facfa6994899caa12e0e69f1bfc1aa4d,
QA0633,General,identical_judge_inputs,False,False,811dacbc587e7f66234eccbdc5298e3f00270f511a0ae7e2dd50bff2841fdd61,
QA0634,General,identical_judge_inputs,True,True,70c397ad8e293d4e9b40b53700d11f4e71c236a18f22b67b507f648b244127a8,
QA0635,General,identical_judge_inputs,True,True,58d1dc31b3becb548deff466a8b149519c475ba195156ccc43efc9ba164343b9,
QA0636,General,identical_judge_inputs,False,False,f746f2e07ba4d8d21ebd86ba663c9eb7c4bb9da074844ec29ea51271b7bfaff9,
QA0637,General,identical_judge_inputs,True,True,4aa7ea77f7687052edccffd719cd5d30e8eacec7d252c6ee4a7756702759c736,
QA0638,General,identical_judge_inputs,True,True,f80fa25b8b722182f8f75a0d1eb88be6af6530d0d3cfcdea58513a8982c7bedc,
QA0639,General,identical_judge_inputs,False,False,40ca32a7acf21951b28fcc5f2d84795e24dc1b8f4985b190657788f564b6a0a3,
QA0640,General,identical_judge_inputs,True,True,6bdb14038092d066f94f9a563f26a543d06127032bcfca61ce0707648d1919c1,
QA0641,General,identical_judge_inputs,True,True,c1fe910444c27d853af0e4942f522e2df6d01eaea98ce1095046020358d5f48a,
QA0642,General,illegal,True,False,5cb81b60925dc5608612941d8d316d3cefc5d142ea23db8634445e729ecd8d00,
QA0643,General,identical_judge_inputs,True,True,520af12be072ceb4218f4e592b6de25825c2a78cce8b09d9a5675e848b822b88,
QA0644,General,identical_judge_inputs,True,True,ebd478916f2ec044a555ce7eaef3bcd1445473cf8cdd9889f6f1dd2aff569e4d,
QA0645,General,identical_judge_inputs,True,True,82e2db63d6c21f4c9360423db680417d73e0bd5591dca303db756931a171c983,
QA0646,General,identical_judge_inputs,False,False,616cc2e786ed3699f2b50b729239fd8aed3d9fbadfb0171b9f6e659b0c2e695d,
QA0647,General,identical_judge_inputs,False,False,7a9cd4713931f0fc407c909cfc6bd43e150f030487a52a360d78805becf4a5ce,
QA0648,General,identical_judge_inputs,False,False,a0543f588b379f9d5dc88b69a64cba189df6b205315071ee34c218d9cd4d21ba,
QA0649,General,identical_judge_inputs,True,False,d829252e982cecac237586e094c1a385f83382c25d4f542e8c5eb7f676bbb8d8,
QA0650,General,identical_judge_inputs,True,True,7f689dcec010ad2d4bb8666e1b51ef1c99b991501003adc29e2aac8c014989af,
QA0651,General,identical_judge_inputs,True,True,bd8ae98beaaf3e730bb1b0f42a36162dfb6c2131ce583b09faf3e0ef5e508fa2,
QA0652,General,identical_judge_inputs,True,True,c5e2058b53ef1f4b45a015bd459ec77f38d88dbac828b75dbf9e7f852cd5cc31,
QA0653,General,identical_judge_inputs,True,True,90a8fddf69d794f7feb65ec6f65e200fca0ba6c0ca44a84d9b58ef67d4c07231,
QA0654,General,identical_judge_inputs,True,True,9becd0946c0a206521a1975e97d32d3052af00b14f703a175c41007c2c97c555,
QA0655,General,identical_judge_inputs,True,True,0dbcb3cd2784ba516c2008464694ac6ca4413919384ca74fc6a8c4caf3c1bdb3,
QA0656,General,identical_judge_inputs,True,True,f080e81f2cd77050fffa06b19d278069db14689bce58b7dd40fedc2f066e8263,
QA0657,General,identical_judge_inputs,True,True,e7ffc57eccf7397f2ccc79ab65dda520202aa531887e430b3cb1696981859d80,
QA0658,General,identical_judge_inputs,False,False,42b721142afc9e68350368aaec1d512976b1fc179615c38a882515676d191276,
QA0659,General,identical_judge_inputs,True,True,95c89645798584d7d496dfdb89a02715927ecd061665677c58c77169428d5f7d,
QA0660,General,identical_judge_inputs,True,True,b7e16a3d895b0154eace0ef9118930948b8973edd4333fbac09958a1872ed232,
QA0661,General,identical_judge_inputs,True,True,b36be3f725db5ce7ce3876fb5c7d65b08ad9774fbe020f0281da3be7516e446d,
QA0662,General,identical_judge_inputs,True,True,9f8620b04cb3a88286b1ccf4c915bdc8662de8d0ed3fb2add56a9559de574b14,
QA0663,General,identical_judge_inputs,True,True,81bed7ba6fc92b1a3bf39da81f83564c9a536cb4af26bc4bb4210a804f67604e,
QA0664,General,identical_judge_inputs,True,True,f327091fbc88073f8fa4d978d6854a5b2b42cd340bfc27f7551a542bfd7fedeb,
QA0665,General,identical_judge_inputs,True,True,fc2afaf4740343a2bf8fadca0893e0905469c2edc71365ce0c94cb2f04a603d1,
QA0666,General,identical_judge_inputs,True,True,79599635fecc533d712d17691d0f238b8da37e8b5e8cec5a8790e4c759448b5d,
QA0667,General,identical_judge_inputs,True,True,411d0eac30081f5517095b70216df2e473c5d6a4fb65ed29a157d1ec239b0432,
QA0668,General,identical_judge_inputs,True,True,ae2dcf9937f8fa9347331b6d3a425fc2c1d0e3bcf4f56e21dcbbd12145989bac,
QA0669,General,identical_judge_inputs,True,True,6afed6e0ad7ec3ab0055ad39dbd7f66145efe85a8b218a5f5cff482a99dade04,
QA0670,General,identical_judge_inputs,True,True,965776bbb9fbb0d62356ea162b65896cc7c4dbfd8e0c3b049271f0a788c2e097,
QA0671,General,identical_judge_inputs,True,True,3f07c227a4e9f7a5da1680ed64bdf1b60c948027662530321a44a976a33612c6,
QA0672,General,identical_judge_inputs,False,False,2357e00de012f62ba7fa179b22797011cb202280842595150ae7d0b1b7745709,
QA0673,General,identical_judge_inputs,False,False,5d5d291a30c1f168f008551ba1cfeba8602db6081cace9a8cb41a0a41c03629e,
QA0674,General,identical_judge_inputs,True,True,d130260390d22338892b62c13c9070cf26bd9ef403d125ae6dd160f228c0f59a,
QA0675,General,identical_judge_inputs,True,True,4b4cde9c1758bf364a5272390c94e8fbc89ffb0e9756b9eb04346281a85caaaa,
QA0676,General,identical_judge_inputs,True,True,0fa3156f6a09fa39e023cfd473f4aa062a4a3b391390d1fb7a7bf285ba933b1a,
QA0677,General,identical_judge_inputs,True,True,b2ab6c281c9826d95f71c7c7ca3c9b79f6fb5f58cd19c19d1b09be4692400630,
QA0678,General,identical_judge_inputs,True,True,8cde91e252de8beae9da8f5d96615bae00ebb2412316cc5e18675266255ee05c,
QA0679,General,identical_judge_inputs,True,True,118aa5bb4644974401f56828b9eff1663cdcf2e41ba748c4a26c12c04cde7dec,
QA0680,General,changed_judge_inputs,False,False,8f5614b52bf85445303f762d8d53f4bd8aeac3551fa32252a4014b3c0cd5782c,prediction
QA0681,General,identical_judge_inputs,False,False,13eb3c65f9a8a207cf97774b42f732ab47fe58b79b1f63a90b445b22de71fe55,
QA0682,General,illegal,False,False,c685409d042e41a9f99ce2bff1a569d47d02729f4ee5332336e277a92779db62,
QA0683,General,identical_judge_inputs,True,True,14ed9e12832c0455fcaa288172474ace2c0ba993783704d6cb4f88bc6dfcccd9,
QA0684,General,identical_judge_inputs,True,True,31466c8e25c3d6c89635a12c89d7387a805596c14c756d57541efab069daf704,
QA0685,General,identical_judge_inputs,True,False,020a18830bd342dbf242749252604b2442236ec4e4e8767623621ea57b978b3f,
QA0686,General,identical_judge_inputs,False,False,71485dca3ad9d38a6691d779274456f0c009edc25e50c8753eb7de06f0581d3e,
QA0687,General,identical_judge_inputs,True,False,4c016a0a57b24ed16fa7c6212e64a0c5ce450b6f15c3d96e8623b7c31a93e50a,
QA0688,General,identical_judge_inputs,True,True,199d9dc34262a99a52c35408ded3a37e5f7064ff1f666f62baf7b6e3db76cd43,
QA0689,General,identical_judge_inputs,True,True,7fa22244cf35be9324e69c176587c3648390681b58cc38d3d900bd73c3a03969,
QA0690,General,identical_judge_inputs,True,True,229125acc5271f134237365dbbc9e7dc4dde0c4dd45feff4c1ddda452ea5f104,
QA0691,General,identical_judge_inputs,True,True,749c8f8cd3510e4ecbc73274797c7e0e74b98987b870ac8208e1891e25da274f,
